"Date Time","Temp","SpCond","Sal","Depth","pH","pH","Turbid+","Chl","Chl","ODOsat","ODO","Battery"
"06/22/21 19:01:09",15.27,50399,33.06,0.498,12.08,-313.0,3.4,7.14,1.23,107.5,8.81,10.4
"06/22/21 19:06:10",15.28,50413,33.07,0.498,12.08,-313.0,3.2,7.80,1.35,107.5,8.80,10.4
"06/22/21 19:11:09",15.29,50400,33.06,0.497,12.08,-312.9,2.9,7.59,1.31,108.0,8.84,10.5
"06/22/21 19:16:09",15.29,50402,33.06,0.497,12.08,-312.9,2.9,7.85,1.35,107.6,8.81,10.5
"06/22/21 19:21:10",15.30,50405,33.07,0.496,12.07,-312.9,2.8,7.42,1.28,107.7,8.81,10.4
"06/22/21 19:26:10",15.31,50409,33.07,0.495,12.07,-312.8,3.4,7.97,1.38,107.7,8.81,10.5
"06/22/21 19:31:10",15.32,50412,33.07,0.495,12.07,-312.8,3.3,7.35,1.27,107.2,8.77,10.4
"06/22/21 19:36:10",15.32,50416,33.07,0.496,12.07,-312.8,3.2,8.60,1.48,107.1,8.76,10.4
"06/22/21 19:41:10",15.34,50410,33.07,0.496,12.07,-312.8,2.9,9.23,1.59,107.2,8.76,10.4
"06/22/21 19:46:10",15.34,50412,33.07,0.496,12.07,-312.7,3.2,7.55,1.30,106.7,8.72,10.4
"06/22/21 19:51:10",15.35,50422,33.08,0.496,12.07,-312.7,3.2,7.04,1.22,106.9,8.74,10.4
"06/22/21 19:56:10",15.36,50422,33.08,0.496,12.07,-312.7,3.2,7.96,1.37,106.7,8.72,10.5
"06/22/21 20:01:10",15.36,50418,33.08,0.496,12.07,-312.6,3.1,8.84,1.53,106.8,8.73,10.5
"06/22/21 20:06:10",15.37,50422,33.08,0.496,12.07,-312.6,3.0,8.49,1.46,106.7,8.72,10.4
"06/22/21 20:11:10",15.38,50429,33.09,0.496,12.07,-312.6,3.4,8.78,1.51,106.5,8.70,10.5
"06/22/21 20:16:10",15.38,50433,33.09,0.495,12.07,-312.6,2.8,7.59,1.31,106.6,8.71,10.4
"06/22/21 20:21:10",15.39,50435,33.09,0.495,12.07,-312.5,3.6,6.21,1.07,106.9,8.73,10.4
"06/22/21 20:26:10",15.41,50422,33.08,0.494,12.07,-312.4,3.4,7.70,1.33,106.3,8.68,10.4
"06/22/21 20:31:10",15.42,50431,33.09,0.494,12.07,-312.4,3.6,7.87,1.36,105.9,8.64,10.5
"06/22/21 20:36:10",15.42,50439,33.09,0.496,12.07,-312.4,3.7,7.48,1.29,106.1,8.66,10.5
"06/22/21 20:41:10",15.43,50435,33.09,0.495,12.06,-312.4,3.4,7.89,1.36,106.3,8.67,10.4
"06/22/21 20:46:10",15.43,50438,33.09,0.495,12.06,-312.4,4.0,8.70,1.50,106.4,8.69,10.5
"06/22/21 20:51:10",15.43,50436,33.09,0.495,12.06,-312.3,3.9,7.78,1.34,107.0,8.73,10.5
"06/22/21 20:56:10",15.44,50441,33.10,0.495,12.06,-312.3,4.9,8.66,1.49,106.7,8.71,10.4
"06/22/21 21:01:10",15.45,50432,33.09,0.495,12.06,-312.3,3.5,9.12,1.57,106.6,8.70,10.4
"06/22/21 21:06:10",15.46,50436,33.09,0.495,12.06,-312.3,3.1,8.02,1.38,106.9,8.72,10.4
"06/22/21 21:11:10",15.46,50447,33.10,0.494,12.06,-312.3,3.3,8.75,1.51,107.0,8.72,10.5
"06/22/21 21:16:10",15.46,50448,33.10,0.495,12.06,-312.3,2.6,8.02,1.38,107.2,8.74,10.4
"06/22/21 21:21:10",15.46,50448,33.10,0.495,12.06,-312.2,3.8,8.97,1.55,107.2,8.75,10.4
"06/22/21 21:26:10",15.46,50453,33.10,0.495,12.06,-312.2,2.0,9.25,1.60,107.3,8.75,10.4
"06/22/21 21:31:10",15.46,50455,33.11,0.495,12.06,-312.1,2.8,9.64,1.66,107.7,8.78,10.5
"06/22/21 21:36:10",15.46,50458,33.11,0.495,12.06,-312.1,3.2,9.57,1.65,107.9,8.80,10.4
"06/22/21 21:41:10",15.46,50457,33.11,0.495,12.06,-312.1,3.4,11.19,1.93,107.6,8.77,10.5
"06/22/21 21:46:10",15.45,50459,33.11,0.495,12.06,-312.1,3.6,11.42,1.97,107.8,8.79,10.5
"06/22/21 21:51:10",15.45,50465,33.11,0.494,12.06,-312.1,3.3,11.80,2.04,107.6,8.78,10.4
"06/22/21 21:56:10",15.45,50461,33.11,0.495,12.06,-312.0,3.4,10.11,1.74,107.6,8.78,10.4
"06/22/21 22:01:10",15.45,50466,33.11,0.494,12.06,-312.0,3.4,10.98,1.90,107.8,8.79,10.5
"06/22/21 22:06:10",15.44,50475,33.12,0.494,12.06,-312.0,3.7,11.44,1.98,107.8,8.80,10.5
"06/22/21 22:11:10",15.44,50470,33.12,0.494,12.06,-311.9,3.6,11.61,2.00,107.3,8.75,10.4
"06/22/21 22:16:10",15.43,50471,33.12,0.494,12.05,-311.8,3.4,13.03,2.25,107.9,8.80,10.5
"06/22/21 22:21:10",15.42,50475,33.12,0.493,12.05,-311.8,3.2,12.72,2.20,107.9,8.80,10.5
"06/22/21 22:26:10",15.40,50491,33.13,0.492,12.05,-311.8,2.9,12.38,2.14,108.2,8.83,10.5
"06/22/21 22:31:10",15.39,50477,33.12,0.492,12.05,-311.8,2.6,12.62,2.18,108.3,8.84,10.4
"06/22/21 22:36:10",15.39,50479,33.12,0.491,12.05,-311.7,3.1,13.19,2.28,108.7,8.88,10.4
"06/22/21 22:41:10",15.38,50491,33.13,0.490,12.05,-311.7,3.0,11.67,2.01,108.7,8.87,10.4
"06/22/21 22:46:10",15.37,50489,33.13,0.489,12.05,-311.6,2.4,12.19,2.10,109.0,8.90,10.5
"06/22/21 22:51:10",15.36,50489,33.13,0.487,12.05,-311.6,2.5,13.82,2.38,109.0,8.91,10.4
"06/22/21 22:56:10",15.36,50488,33.13,0.486,12.05,-311.6,3.4,13.62,2.35,109.1,8.92,10.4
"06/22/21 23:01:10",15.37,50484,33.13,0.489,12.05,-311.6,4.0,12.13,2.09,110.1,9.00,10.4
"06/22/21 23:06:10",15.39,50483,33.13,0.487,12.05,-311.6,3.5,13.09,2.26,110.8,9.05,10.5
"06/22/21 23:11:10",15.40,50472,33.12,0.487,12.05,-311.5,3.9,12.85,2.22,111.0,9.06,10.4
"06/22/21 23:16:10",15.41,50478,33.12,0.486,12.05,-311.5,3.6,13.52,2.33,110.7,9.04,10.4
"06/22/21 23:21:10",15.41,50482,33.12,0.486,12.05,-311.5,3.2,13.00,2.24,111.3,9.08,10.5
"06/22/21 23:26:10",15.41,50480,33.12,0.486,12.05,-311.5,4.0,14.20,2.45,111.4,9.09,10.4
"06/22/21 23:31:10",15.40,50486,33.13,0.486,12.05,-311.5,3.6,14.15,2.44,112.0,9.15,10.4
"06/22/21 23:36:10",15.39,50490,33.13,0.486,12.05,-311.5,3.4,13.76,2.38,113.2,9.24,10.4
"06/22/21 23:41:10",15.38,50495,33.13,0.485,12.05,-311.5,3.4,14.28,2.46,113.7,9.29,10.4
"06/22/21 23:46:10",15.37,50497,33.14,0.486,12.05,-311.4,3.9,14.11,2.43,113.5,9.27,10.4
"06/22/21 23:51:10",15.36,50492,33.13,0.486,12.05,-311.4,4.1,13.61,2.35,113.7,9.29,10.5
"06/22/21 23:56:10",15.34,50487,33.13,0.485,12.05,-311.3,3.6,14.57,2.52,113.4,9.27,10.4
"06/23/21 00:01:10",15.32,50499,33.14,0.484,12.05,-311.3,3.7,14.49,2.50,114.1,9.33,10.4
"06/23/21 00:06:10",15.30,50500,33.14,0.483,12.05,-311.3,3.8,14.86,2.56,114.3,9.35,10.5
"06/23/21 00:11:10",15.28,50499,33.13,0.483,12.05,-311.3,3.7,16.34,2.82,115.1,9.42,10.4
"06/23/21 00:16:10",15.27,50492,33.13,0.483,12.05,-311.2,4.5,15.68,2.71,115.5,9.46,10.4
"06/23/21 00:21:10",15.26,50496,33.13,0.483,12.05,-311.2,4.5,16.59,2.86,116.0,9.50,10.4
"06/23/21 00:26:10",15.25,50494,33.13,0.482,12.05,-311.2,3.7,16.77,2.89,117.1,9.59,10.4
"06/23/21 00:31:10",15.24,50500,33.13,0.482,12.05,-311.2,3.7,15.33,2.65,117.1,9.59,10.5
"06/23/21 00:36:10",15.23,50505,33.14,0.482,12.05,-311.2,3.6,15.68,2.70,117.0,9.59,10.5
"06/23/21 00:41:10",15.22,50505,33.14,0.483,12.05,-311.1,4.0,15.80,2.73,116.6,9.55,10.5
"06/23/21 00:46:10",15.22,50502,33.13,0.483,12.05,-311.1,4.3,17.26,2.98,116.6,9.56,10.4
"06/23/21 00:51:10",15.24,50497,33.13,0.483,12.04,-311.0,4.6,15.49,2.67,116.6,9.55,10.4
"06/23/21 00:56:10",15.27,50477,33.12,0.482,12.04,-311.0,4.3,14.34,2.47,116.2,9.51,10.5
"06/23/21 01:01:10",15.32,50460,33.11,0.482,12.04,-311.1,4.1,13.82,2.38,116.8,9.55,10.4
"06/23/21 01:06:10",15.35,50468,33.11,0.482,12.04,-311.1,3.7,14.38,2.48,115.9,9.47,10.4
"06/23/21 01:11:10",15.40,50461,33.11,0.483,12.04,-311.1,3.9,13.85,2.39,116.2,9.49,10.4
"06/23/21 01:16:10",15.43,50473,33.12,0.483,12.04,-311.1,4.1,14.90,2.57,116.7,9.52,10.4
"06/23/21 01:21:10",15.45,50467,33.11,0.483,12.04,-311.1,3.9,12.47,2.15,116.8,9.53,10.4
"06/23/21 01:26:10",15.46,50486,33.13,0.482,12.04,-311.0,3.5,13.01,2.25,116.9,9.53,10.5
"06/23/21 01:31:10",15.46,50491,33.13,0.482,12.04,-311.0,4.1,12.78,2.20,117.3,9.57,10.4
"06/23/21 01:36:10",15.46,50489,33.13,0.482,12.04,-311.0,3.2,12.49,2.15,116.9,9.53,10.4
"06/23/21 01:41:10",15.44,50508,33.14,0.482,12.04,-311.0,3.3,12.52,2.16,117.6,9.59,10.4
"06/23/21 01:46:10",15.43,50499,33.14,0.482,12.04,-311.0,3.3,12.25,2.12,117.2,9.56,10.5
"06/23/21 01:51:10",15.45,50482,33.13,0.482,12.04,-311.0,3.4,11.47,1.98,116.9,9.54,10.4
"06/23/21 01:56:10",15.52,50454,33.11,0.482,12.04,-311.0,3.1,11.52,1.99,116.7,9.51,10.4
"06/23/21 02:01:10",15.60,50428,33.09,0.483,12.04,-311.0,3.1,10.55,1.82,116.8,9.50,10.5
"06/23/21 02:06:10",15.66,50436,33.10,0.483,12.04,-311.0,3.7,11.10,1.91,117.4,9.54,10.4
"06/23/21 02:11:10",15.75,50434,33.10,0.483,12.04,-311.1,3.0,10.97,1.90,117.3,9.51,10.4
"06/23/21 02:16:10",15.86,50420,33.09,0.484,12.04,-311.2,3.2,10.24,1.77,117.9,9.54,10.4
"06/23/21 02:21:10",15.95,50423,33.09,0.484,12.03,-311.2,3.9,10.57,1.82,117.5,9.49,10.4
"06/23/21 02:26:10",16.00,50452,33.11,0.484,12.03,-311.2,3.3,11.35,1.96,117.3,9.47,10.4
"06/23/21 02:31:10",16.02,50475,33.13,0.486,12.03,-311.2,3.3,11.48,1.98,117.6,9.49,10.5
"06/23/21 02:36:10",16.05,50464,33.12,0.486,12.03,-311.2,3.7,13.14,2.27,117.6,9.48,10.5
"06/23/21 02:41:10",16.08,50458,33.12,0.486,12.03,-311.2,4.3,11.41,1.97,117.1,9.43,10.4
"06/23/21 02:46:10",16.07,50461,33.12,0.486,12.03,-311.2,3.6,11.84,2.04,117.3,9.45,10.4
"06/23/21 02:51:10",16.06,50478,33.13,0.486,12.03,-311.2,3.6,11.52,1.99,117.0,9.43,10.4
"06/23/21 02:56:10",16.03,50486,33.14,0.486,12.03,-311.2,3.9,11.17,1.93,117.1,9.45,10.4
"06/23/21 03:01:10",15.99,50456,33.12,0.487,12.03,-311.1,4.2,13.44,2.32,117.8,9.51,10.4
"06/23/21 03:06:10",15.94,50481,33.13,0.487,12.03,-311.1,4.0,12.90,2.23,117.4,9.48,10.4
"06/23/21 03:11:10",15.90,50470,33.13,0.487,12.03,-311.0,4.2,11.57,2.00,118.0,9.54,10.4
"06/23/21 03:16:10",15.86,50467,33.12,0.487,12.03,-311.0,3.9,12.46,2.15,118.4,9.58,10.3
"06/23/21 03:21:10",15.82,50465,33.12,0.487,12.03,-310.9,3.8,13.03,2.25,117.9,9.55,10.4
"06/23/21 03:26:10",15.78,50473,33.13,0.488,12.03,-310.9,3.6,13.36,2.31,119.2,9.66,10.4
"06/23/21 03:31:10",15.75,50474,33.13,0.488,12.03,-310.9,3.7,13.09,2.26,119.7,9.71,10.4
"06/23/21 03:36:10",15.72,50480,33.13,0.488,12.03,-310.9,3.7,14.71,2.54,119.8,9.72,10.4
"06/23/21 03:41:10",15.69,50456,33.11,0.488,12.03,-310.8,4.0,14.29,2.47,120.5,9.78,10.4
"06/23/21 03:46:10",15.66,50477,33.13,0.488,12.03,-310.8,3.6,14.00,2.41,120.4,9.78,10.4
"06/23/21 03:51:10",15.63,50479,33.13,0.489,12.03,-310.7,3.5,15.31,2.64,120.2,9.77,10.4
"06/23/21 03:56:10",15.61,50479,33.13,0.489,12.03,-310.7,3.6,14.08,2.43,120.7,9.81,10.4
"06/23/21 04:01:11",15.57,50494,33.14,0.489,12.03,-310.7,3.5,14.03,2.42,121.0,9.85,10.5
"06/23/21 04:06:10",15.55,50490,33.13,0.489,12.03,-310.7,3.7,14.11,2.43,120.4,9.80,10.5
"06/23/21 04:11:10",15.55,50472,33.12,0.490,12.03,-310.7,3.4,15.62,2.70,120.3,9.79,10.4
"06/23/21 04:16:10",15.52,50493,33.14,0.491,12.03,-310.6,3.4,14.72,2.54,121.1,9.86,10.4
"06/23/21 04:21:10",15.50,50488,33.13,0.491,12.03,-310.6,3.2,15.02,2.59,121.4,9.89,10.4
"06/23/21 04:26:10",15.47,50492,33.13,0.492,12.03,-310.5,3.7,15.49,2.67,120.9,9.86,10.4
"06/23/21 04:31:10",15.45,50492,33.13,0.492,12.03,-310.5,3.4,17.28,2.98,121.2,9.88,10.5
"06/23/21 04:36:10",15.43,50492,33.13,0.492,12.03,-310.5,4.1,16.04,2.77,120.6,9.84,10.3
"06/23/21 04:41:10",15.43,50486,33.13,0.493,12.03,-310.5,3.6,14.99,2.59,121.1,9.88,10.4
"06/23/21 04:46:10",15.45,50478,33.12,0.493,12.03,-310.5,4.2,14.34,2.47,121.1,9.87,10.3
"06/23/21 04:51:10",15.48,50465,33.11,0.493,12.03,-310.5,4.5,14.93,2.58,120.6,9.83,10.4
"06/23/21 04:56:10",15.49,50482,33.13,0.494,12.03,-310.5,4.5,16.30,2.81,120.6,9.83,10.3
"06/23/21 05:01:10",15.49,50483,33.13,0.494,12.03,-310.5,5.0,15.96,2.75,119.4,9.73,10.4
"06/23/21 05:06:10",15.49,50484,33.13,0.493,12.03,-310.5,5.0,15.78,2.72,119.2,9.71,10.4
"06/23/21 05:11:10",15.51,50478,33.12,0.494,12.03,-310.5,5.5,15.17,2.62,119.3,9.72,10.4
"06/23/21 05:16:10",15.53,50478,33.12,0.494,12.03,-310.5,6.4,15.44,2.67,118.1,9.62,10.4
"06/23/21 05:21:10",15.56,50481,33.13,0.494,12.03,-310.5,6.2,15.33,2.65,117.6,9.57,10.4
"06/23/21 05:26:11",15.58,50491,33.13,0.495,12.03,-310.5,6.1,14.46,2.50,117.6,9.57,10.4
"06/23/21 05:31:10",15.58,50499,33.14,0.495,12.03,-310.5,7.0,14.98,2.59,117.0,9.51,10.4
"06/23/21 05:36:10",15.53,50524,33.16,0.494,12.03,-310.5,8.5,16.27,2.81,116.1,9.45,10.4
"06/23/21 05:41:10",15.47,50522,33.16,0.494,12.03,-310.4,8.4,14.92,2.57,115.4,9.41,10.4
"06/23/21 05:46:10",15.41,50523,33.15,0.493,12.03,-310.4,8.9,15.35,2.65,115.6,9.44,10.4
"06/23/21 05:51:10",15.34,50540,33.17,0.493,12.03,-310.3,9.2,15.14,2.61,115.3,9.42,10.4
"06/23/21 05:56:10",15.28,50538,33.16,0.493,12.03,-310.2,9.3,14.65,2.53,115.0,9.41,10.4
"06/23/21 06:01:10",15.25,50532,33.16,0.494,12.03,-310.2,9.0,15.99,2.76,115.1,9.42,10.4
"06/23/21 06:06:10",15.22,50530,33.16,0.494,12.03,-310.2,8.3,15.45,2.67,115.0,9.42,10.4
"06/23/21 06:11:10",15.19,50530,33.15,0.494,12.03,-310.1,7.3,15.91,2.75,115.4,9.46,10.4
"06/23/21 06:16:10",15.17,50524,33.15,0.495,12.03,-310.1,7.6,14.44,2.49,114.7,9.41,10.4
"06/23/21 06:21:10",15.17,50518,33.15,0.494,12.03,-310.1,7.9,13.95,2.41,114.4,9.39,10.4
"06/23/21 06:26:10",15.16,50517,33.14,0.493,12.03,-310.1,7.6,13.18,2.27,114.1,9.36,10.4
"06/23/21 06:31:10",15.13,50528,33.15,0.493,12.03,-310.1,7.9,13.70,2.36,113.6,9.32,10.4
"06/23/21 06:36:10",15.11,50539,33.16,0.493,12.03,-310.1,8.6,15.02,2.59,113.2,9.30,10.4
"06/23/21 06:41:11",15.11,50526,33.15,0.493,12.03,-310.0,8.8,13.90,2.40,113.2,9.30,10.4
"06/23/21 06:46:10",15.12,50522,33.15,0.493,12.03,-310.0,8.3,13.84,2.39,112.6,9.24,10.5
"06/23/21 06:51:10",15.11,50526,33.15,0.493,12.03,-310.0,7.6,12.73,2.20,112.6,9.24,10.4
"06/23/21 06:56:10",15.10,50529,33.15,0.492,12.03,-310.0,8.1,13.47,2.32,111.8,9.18,10.4
"06/23/21 07:01:10",15.07,50529,33.15,0.492,12.03,-309.9,7.6,14.25,2.46,112.0,9.20,10.4
"06/23/21 07:06:10",15.06,50533,33.15,0.491,12.03,-309.9,8.1,13.70,2.36,110.7,9.10,10.4
"06/23/21 07:11:10",15.05,50528,33.15,0.491,12.03,-309.9,7.5,13.48,2.33,111.0,9.13,10.4
"06/23/21 07:16:10",15.02,50528,33.15,0.492,12.03,-309.9,8.6,12.44,2.15,110.6,9.10,10.4
"06/23/21 07:21:10",15.02,50530,33.15,0.492,12.03,-309.9,7.5,12.13,2.09,110.6,9.10,10.4
"06/23/21 07:26:10",15.02,50531,33.15,0.492,12.03,-309.9,7.8,13.07,2.25,110.2,9.07,10.4
"06/23/21 07:31:10",15.00,50550,33.16,0.491,12.03,-309.9,7.2,12.31,2.12,110.1,9.06,10.4
"06/23/21 07:36:11",14.97,50554,33.17,0.491,12.03,-309.8,9.7,12.51,2.16,109.2,8.99,10.4
"06/23/21 07:41:10",14.94,50555,33.17,0.491,12.03,-309.8,8.9,13.37,2.31,109.4,9.01,10.4
"06/23/21 07:46:10",14.92,50547,33.16,0.491,12.03,-309.8,10.6,14.07,2.43,108.8,8.97,10.4
"06/23/21 07:51:10",14.93,50542,33.16,0.491,12.03,-309.8,10.3,12.36,2.13,108.5,8.94,10.4
"06/23/21 07:56:10",14.94,50534,33.15,0.491,12.03,-309.8,10.4,12.58,2.17,108.3,8.92,10.5
"06/23/21 08:01:10",14.96,50526,33.15,0.490,12.03,-309.8,10.4,13.85,2.39,108.4,8.92,10.3
"06/23/21 08:06:11",14.99,50521,33.14,0.490,12.03,-309.8,11.1,13.63,2.35,108.2,8.90,10.4
"06/23/21 08:11:10",15.01,50528,33.15,0.488,12.03,-309.8,12.2,12.86,2.22,108.1,8.89,10.4
"06/23/21 08:16:10",15.02,50535,33.15,0.489,12.03,-309.8,10.8,13.47,2.33,107.7,8.86,10.4
"06/23/21 08:21:10",15.02,50535,33.15,0.489,12.03,-309.8,12.6,13.97,2.41,107.8,8.87,10.4
"06/23/21 08:26:10",15.01,50535,33.15,0.487,12.03,-309.8,10.8,14.22,2.45,107.0,8.80,10.4
"06/23/21 08:31:11",15.01,50538,33.16,0.488,12.03,-309.8,11.9,13.13,2.27,106.9,8.79,10.5
"06/23/21 08:36:11",15.01,50535,33.15,0.487,12.03,-309.8,12.5,12.98,2.24,106.7,8.77,10.4
"06/23/21 08:41:10",15.02,50534,33.15,0.488,12.03,-309.7,11.5,11.37,1.96,105.9,8.71,10.4
"06/23/21 08:46:11",15.03,50529,33.15,0.487,12.03,-309.8,9.9,12.30,2.12,106.3,8.74,10.4
"06/23/21 08:51:10",15.03,50534,33.15,0.486,12.03,-309.7,12.0,13.41,2.31,105.7,8.70,10.4
"06/23/21 08:56:10",15.03,50533,33.15,0.486,12.03,-309.7,10.0,12.85,2.22,105.3,8.66,10.4
"06/23/21 09:01:10",15.04,50525,33.15,0.486,12.03,-309.7,10.4,13.71,2.36,105.2,8.65,10.4
"06/23/21 09:06:10",15.06,50521,33.15,0.486,12.03,-309.7,9.0,11.93,2.06,104.4,8.58,10.4
"06/23/21 09:11:10",15.07,50525,33.15,0.484,12.03,-309.7,7.8,13.54,2.34,104.6,8.60,10.4
"06/23/21 09:16:10",15.07,50523,33.15,0.485,12.02,-309.7,9.5,12.75,2.20,104.5,8.59,10.4
"06/23/21 09:21:10",15.08,50521,33.15,0.484,12.02,-309.7,7.6,12.87,2.22,104.0,8.55,10.4
"06/23/21 09:26:10",15.08,50529,33.15,0.484,12.02,-309.7,8.3,11.70,2.02,103.9,8.53,10.4
"06/23/21 09:31:10",15.06,50535,33.16,0.483,12.02,-309.7,9.2,11.69,2.02,103.8,8.53,10.4
"06/23/21 09:36:10",15.05,50538,33.16,0.482,12.02,-309.6,9.5,12.81,2.21,103.7,8.52,10.4
"06/23/21 09:41:10",15.04,50535,33.16,0.482,12.02,-309.6,9.2,11.47,1.98,103.4,8.50,10.3
"06/23/21 09:46:10",15.03,50538,33.16,0.482,12.02,-309.6,9.7,12.57,2.17,103.1,8.48,10.4
"06/23/21 09:51:10",15.01,50534,33.15,0.481,12.02,-309.6,10.5,10.60,1.83,102.7,8.45,10.4
"06/23/21 09:56:10",15.00,50532,33.15,0.481,12.02,-309.6,12.1,12.30,2.12,102.4,8.43,10.4
"06/23/21 10:01:10",14.99,50534,33.15,0.481,12.02,-309.6,9.1,11.62,2.01,102.1,8.40,10.4
"06/23/21 10:06:11",14.98,50532,33.15,0.482,12.02,-309.6,13.0,13.29,2.30,101.9,8.39,10.4
"06/23/21 10:11:11",14.98,50522,33.14,0.481,12.02,-309.6,8.9,14.34,2.47,101.2,8.33,10.5
"06/23/21 10:16:11",14.99,50524,33.15,0.481,12.02,-309.6,10.0,14.28,2.46,101.3,8.34,10.4
"06/23/21 10:21:11",15.00,50517,33.14,0.482,12.02,-309.6,8.1,13.54,2.34,100.9,8.30,10.4
"06/23/21 10:26:10",15.01,50519,33.14,0.481,12.02,-309.6,10.1,14.18,2.45,101.0,8.31,10.3
"06/23/21 10:31:10",15.02,50514,33.14,0.481,12.02,-309.6,9.4,13.84,2.39,100.0,8.23,10.4
"06/23/21 10:36:11",15.02,50519,33.14,0.482,12.02,-309.6,8.9,12.88,2.22,101.0,8.31,10.4
"06/23/21 10:41:10",15.01,50520,33.14,0.481,12.02,-309.6,9.7,13.04,2.25,100.4,8.26,10.4
"06/23/21 10:46:10",15.00,50517,33.14,0.481,12.02,-309.6,9.9,11.83,2.04,101.2,8.32,10.4
