Tue Apr 19 16:13:38 2022    profile_results

         751191 function calls (726689 primitive calls) in 10.073 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      750    0.000    0.000    0.001    0.000 /u/pdaniel/anaconda3/lib/python3.8/threading.py:261(_is_owned)
        1    0.000    0.000    0.001    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/converters/return_statements.py:223(visit_Return)
        1    0.000    0.000    0.001    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/keras/callbacks.py:282(set_model)
        1    0.000    0.000    0.001    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/liveness.py:189(visit_With)
      748    0.001    0.000    0.001    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.GetOperationInputs}
        4    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:2638(add_function)
      925    0.001    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4104(_get_operation_by_name_unsafe)
        4    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:1232(add_function)
        2    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:1364(repeat)
        2    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:4682(__init__)
        5    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:169(__init__)
        4    0.001    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextAddFunction}
  953/312    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/options.py:554(__getattribute__)
        1    0.000    0.000    0.001    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/core/converter.py:191(to_ast)
      511    0.000    0.000    0.001    0.000 {method 'throw' of 'generator' objects}
     4832    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
      883    0.001    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:269(pop)
     3276    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
       26    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function_trace_type.py:314(make_function_signature)
       34    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2933(prod)
      763    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/anno.py:123(getanno)
      748    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/control_flow_util.py:78(IsInWhileLoop)
       19    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
      477    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/tape.py:177(record_operation)
        1    0.000    0.000    0.001    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/gen_resource_variable_ops.py:24(assign_add_variable_op)
      214    0.000    0.000    0.001    0.000 /u/pdaniel/anaconda3/lib/python3.8/tokenize.py:98(_compile)
        2    0.000    0.000    0.001    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:959(getblock)
      135    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:6319(get_name_scope)
     2250    0.001    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/lock_util.py:109(_validate_group_id)
        7    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/activity.py:376(visit_Return)
        1    0.000    0.000    0.001    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/gen_math_ops.py:7702(_range)
      119    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/ast_util.py:279(parallel_walk)
     2216    0.001    0.000    0.001    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:149(classes_and_not_datetimelike)
       13    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py:119(visit_node)
        2    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:968(build)
      750    0.001    0.000    0.001    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationNumOutputs}
       44    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/iterator_ops.py:695(__eq__)
        2    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/gen_dataset_ops.py:7435(tensor_dataset)
       95    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/nest.py:183(_sequence_like)
        2    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/training.py:2787(layers)
      135    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:2594(_get_input_masks)
     1451    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_shape.py:196(__init__)
        2    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:765(visit_FunctionDef)
        2    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:740(_process_function_def)
       26    0.000    0.000    0.001    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_EncodeArg}
        1    0.000    0.000    0.001    0.001 /u/pdaniel/anaconda3/lib/python3.8/linecache.py:82(updatecache)
        1    0.000    0.000    0.001    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:1182(zip)
        1    0.000    0.000    0.001    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:4609(__init__)
      476    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/auto_control_deps_utils.py:101(<genexpr>)
        5    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:3727(decorated)
        1    0.000    0.000    0.001    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/gen_dataset_ops.py:7513(tensor_slice_dataset)
        1    0.000    0.000    0.001    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:2668(with_options)
       78    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/activity.py:319(_enter_scope)
        1    0.000    0.000    0.001    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:5536(__init__)
      238    0.001    0.000    0.001    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_GraphGetTensorShapeHelper}
       85    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/activity.py:93(__init__)
      324    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4172(_get_op_def)
     2790    0.001    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:526(dtype)
      239    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/object_identity.py:74(__init__)
       44    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/type_spec.py:341(__eq__)
      146    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:2460(_should_cast_single_input)
      132    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/origin_info.py:195(_attach_origin_info)
      240    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4913(_pop_control_dependencies_controller)
     1436    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:3771(<genexpr>)
      301    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/util/options.py:99(get_fn)
        1    0.000    0.000    0.001    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/origin_info.py:274(resolve_entity)
       74    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/activity.py:266(_track_symbol)
     2180    0.001    0.000    0.001    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:1612(_block)
     1510    0.001    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:3368(_c_graph)
      722    0.001    0.000    0.001    0.000 {built-in method PIL._imaging.raw_encoder}
        1    0.000    0.000    0.001    0.001 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/gen_dataset_ops.py:962(concatenate_dataset)
      605    0.000    0.000    0.001    0.000 {method 'extendleft' of 'collections.deque' objects}
      423    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/backprop.py:164(_must_record_gradient)
    71/22    0.000    0.000    0.001    0.000 /u/pdaniel/anaconda3/lib/python3.8/sre_compile.py:71(_compile)
        6    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/util/structure.py:312(_to_tensor_list_helper)
        5    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2887(__init__)
      239    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:916(<listcomp>)
      276    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:3072(_dedup_weights)
        5    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:3080(__init__)
     4341    0.001    0.000    0.001    0.000 {pandas._libs.lib.is_float}
      135    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/backend.py:775(get_graph)
       18    0.000    0.000    0.001    0.000 /u/pdaniel/anaconda3/lib/python3.8/ast.py:30(parse)
     3610    0.001    0.000    0.001    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/PIL/Image.py:556(size)
      511    0.001    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/errors_impl.py:53(__init__)
      426    0.001    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/op_def_library.py:735(<listcomp>)
      240    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4967(control_dependencies)
       23    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/nest.py:1525(<listcomp>)
       77    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/activity.py:328(_exit_and_record_scope)
       29    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:1199(numpy)
        5    0.000    0.000    0.001    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/util/structure.py:368(to_tensor_list)
      245    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.AddControlInput}
      239    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:786(add_capture)
     1663    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:941(_as_tf_output)
      864    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:3312(_variable_creator_stack)
       61    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/activity.py:408(visit_Name)
     1444    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
      136    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:6979(__exit__)
     3961    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2367(from_function_and_signature)
     1500    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/lock_util.py:106(<genexpr>)
      234    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/op_def_library.py:786(<listcomp>)
     3235    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function_cache.py:265(_make_execution_context)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/activity.py:379(visit_Assign)
     2153    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      135    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:1190(_set_training_mode)
     1500    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/traceable_stack.py:113(peek_traceable_objs)
       22    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/def_function.py:185(called_without_tracing)
     1416    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x55a0ffc49ac0}
       35    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_shape.py:982(<listcomp>)
     2944    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:2585(graph)
      565    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_NewBuffer}
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/activations.py:38(softmax)
     2423    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:521(op)
       13    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/activity.py:427(visit_Attribute)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/converters/directives.py:176(transform)
